days,United Kingdom,"Korea, South",Italy,Sweden,Spain,Ecuador,Germany,France,Norway,Denmark,USA,New York
272,414.0,2.0,653.0,0.0,401.0,8.0,150.0,932.0,5.0,9.0,1548.0,99.0
273,504.0,3.0,699.0,0.0,442.0,16.0,445.0,353.0,0.0,8.0,1360.0,91.0
274,397.0,2.0,692.0,229.0,273.0,1.0,568.0,302.0,0.0,6.0,1036.0,124.0
275,231.0,2.0,562.0,58.0,254.0,0.0,458.0,506.0,6.0,9.0,1345.0,90.0
276,189.0,4.0,630.0,160.0,214.0,21.0,604.0,1217.0,2.0,11.0,2544.0,137.0
277,599.0,1.0,853.0,0.0,0.0,19.0,503.0,425.0,7.0,14.0,2812.0,97.0
278,533.0,3.0,722.0,0.0,0.0,17.0,333.0,417.0,2.0,17.0,2953.0,125.0
279,516.0,2.0,822.0,0.0,394.0,10.0,206.0,1138.0,0.0,15.0,2699.0,128.0
280,424.0,1.0,827.0,0.0,0.0,6.0,528.0,252.0,0.0,12.0,2353.0,122.0
281,520.0,6.0,686.0,288.0,373.0,0.0,910.0,214.0,0.0,16.0,1345.0,120.0
282,144.0,1.0,541.0,91.0,325.0,1.0,729.0,500.0,1.0,18.0,1604.0,130.0
283,232.0,3.0,672.0,100.0,280.0,0.0,754.0,1004.0,0.0,17.0,2618.0,153.0
284,506.0,0.0,785.0,0.0,0.0,13.0,727.0,381.0,16.0,26.0,3182.0,154.0
285,612.0,0.0,684.0,0.0,0.0,15.0,417.0,329.0,0.0,18.0,2995.0,150.0
286,532.0,3.0,993.0,0.0,389.0,7.0,229.0,957.0,0.0,20.0,3417.0,135.0
287,489.0,7.0,814.0,0.0,388.0,6.0,710.0,212.0,0.0,19.0,2458.0,131.0
288,534.0,4.0,662.0,286.0,195.0,2.0,986.0,198.0,0.0,21.0,1626.0,130.0
289,326.0,5.0,564.0,0.0,181.0,2.0,813.0,406.0,8.0,30.0,1650.0,118.0
290,215.0,4.0,528.0,0.0,149.0,7.0,421.0,775.0,4.0,22.0,3117.0,138.0
291,691.0,3.0,634.0,0.0,0.0,22.0,250.0,310.0,3.0,30.0,3663.0,156.0
292,744.0,4.0,499.0,0.0,0.0,11.0,366.0,323.0,0.0,42.0,3499.0,145.0
293,574.0,8.0,887.0,0.0,334.0,17.0,351.0,627.0,0.0,24.0,2965.0,176.0
294,570.0,8.0,761.0,0.0,260.0,8.0,848.0,212.0,0.0,23.0,2653.0,121.0
295,210.0,6.0,649.0,448.0,178.0,0.0,1122.0,174.0,0.0,29.0,1714.0,147.0
296,347.0,2.0,484.0,0.0,126.0,10.0,963.0,366.0,13.0,15.0,1916.0,166.0
297,357.0,7.0,491.0,0.0,0.0,34.0,561.0,831.0,3.0,31.0,3399.0,148.0
298,458.0,13.0,846.0,0.0,0.0,43.0,354.0,293.0,13.0,30.0,3424.0,171.0
299,981.0,12.0,680.0,0.0,0.0,12.0,335.0,290.0,2.0,37.0,2906.0,197.0
300,964.0,22.0,683.0,0.0,298.0,7.0,311.0,627.0,5.0,30.0,1424.0,163.0
301,613.0,11.0,674.0,238.0,320.0,12.0,957.0,193.0,0.0,25.0,1884.0,195.0
302,445.0,14.0,553.0,0.0,247.0,0.0,1009.0,150.0,0.0,28.0,1427.0,167.0
303,454.0,15.0,352.0,297.0,148.0,7.0,1078.0,371.0,6.0,27.0,2003.0,196.0
304,407.0,24.0,415.0,171.0,0.0,12.0,1152.0,787.0,4.0,26.0,3631.0,184.0
305,874.0,24.0,628.0,0.0,0.0,33.0,1035.0,289.0,27.0,37.0,3731.0,172.0
306,1041.0,17.0,553.0,0.0,0.0,17.0,575.0,258.0,2.0,0.0,3479.0,237.0
307,1162.0,17.0,505.0,0.0,241.0,27.0,339.0,610.0,6.0,60.0,2149.0,206.0
308,1325.0,17.0,459.0,0.0,352.0,43.0,863.0,187.0,0.0,27.0,2507.0,173.0
309,1035.0,20.0,261.0,401.0,0.0,3.0,1090.0,130.0,0.0,28.0,1446.0,194.0
310,563.0,15.0,305.0,351.0,245.0,3.0,1207.0,351.0,4.0,30.0,2092.0,183.0
311,529.0,11.0,445.0,138.0,199.0,60.0,1111.0,802.0,4.0,32.0,3713.0,180.0
312,1243.0,40.0,659.0,0.0,0.0,55.0,498.0,275.0,18.0,35.0,3926.0,215.0
313,1564.0,20.0,575.0,0.0,0.0,89.0,759.0,290.0,1.0,37.0,3985.0,200.0
314,1248.0,21.0,555.0,0.0,401.0,36.0,437.0,159.0,0.0,32.0,4107.0,182.0
315,1280.0,17.0,462.0,0.0,408.0,34.0,362.0,146.0,0.0,28.0,3321.0,164.0
316,1295.0,25.0,364.0,474.0,195.0,27.0,1734.0,173.0,0.0,14.0,1999.0,195.0
317,671.0,20.0,347.0,124.0,201.0,16.0,1013.0,363.0,4.0,27.0,2103.0,201.0
318,599.0,19.0,348.0,84.0,235.0,29.0,866.0,968.0,2.0,20.0,4474.0,183.0
319,1610.0,26.0,649.0,0.0,0.0,36.0,837.0,303.0,6.0,20.0,4028.0,161.0
320,1820.0,20.0,548.0,0.0,0.0,62.0,160.0,251.0,1.0,21.0,3986.0,205.0
321,1290.0,19.0,414.0,0.0,455.0,36.0,423.0,132.0,7.0,13.0,3891.0,186.0
322,1401.0,35.0,620.0,242.0,404.0,49.0,831.0,156.0,0.0,22.0,3404.0,171.0
323,1348.0,19.0,483.0,178.0,464.0,8.0,492.0,116.0,0.0,19.0,1897.0,182.0
324,610.0,25.0,361.0,95.0,404.0,31.0,879.0,378.0,3.0,20.0,1535.0,176.0
325,592.0,15.0,448.0,71.0,400.0,25.0,1385.0,866.0,1.0,15.0,2732.0,170.0
326,1631.0,25.0,616.0,0.0,0.0,34.0,403.0,282.0,6.0,10.0,4408.0,163.0
327,1725.0,20.0,507.0,0.0,0.0,19.0,819.0,275.0,8.0,14.0,4204.0,155.0
328,1239.0,10.0,522.0,0.0,767.0,14.0,58.0,590.0,0.0,17.0,3845.0,170.0
329,1245.0,22.0,477.0,224.0,586.0,22.0,896.0,167.0,0.0,14.0,3345.0,198.0
330,1200.0,19.0,475.0,124.0,497.0,8.0,933.0,151.0,0.0,1.0,1899.0,177.0
331,587.0,13.0,377.0,89.0,515.0,1.0,784.0,310.0,0.0,0.0,1973.0,125.0
332,406.0,15.0,377.0,87.0,513.0,73.0,858.0,741.0,1.0,28.0,4007.0,171.0
333,1449.0,19.0,603.0,0.0,0.0,30.0,690.0,229.0,9.0,11.0,3960.0,168.0
334,1322.0,17.0,524.0,0.0,0.0,58.0,227.0,282.0,0.0,14.0,4037.0,141.0
335,915.0,16.0,521.0,0.0,762.0,46.0,157.0,634.0,0.0,11.0,3632.0,146.0
336,1014.0,12.0,472.0,73.0,724.0,49.0,483.0,190.0,0.0,4.0,2786.0,157.0
337,828.0,9.0,488.0,138.0,565.0,52.0,815.0,140.0,0.0,8.0,1850.0,136.0
338,373.0,12.0,299.0,44.0,432.0,34.0,666.0,403.0,1.0,9.0,2066.0,121.0
339,333.0,11.0,420.0,58.0,584.0,37.0,552.0,654.0,0.0,7.0,3429.0,131.0
340,1052.0,11.0,541.0,0.0,0.0,2.0,547.0,310.0,14.0,8.0,3905.0,124.0
341,1001.0,7.0,467.0,0.0,0.0,50.0,219.0,346.0,0.0,3.0,3735.0,150.0
342,678.0,8.0,492.0,0.0,909.0,30.0,117.0,649.0,0.0,8.0,3688.0,162.0
343,758.0,13.0,477.0,59.0,766.0,39.0,181.0,229.0,0.0,6.0,2641.0,114.0
344,621.0,15.0,421.0,82.0,643.0,23.0,541.0,171.0,0.0,5.0,1436.0,113.0
345,258.0,6.0,237.0,29.0,513.0,11.0,903.0,445.0,1.0,5.0,1617.0,108.0
346,230.0,5.0,329.0,51.0,530.0,20.0,513.0,612.0,0.0,0.0,3074.0,108.0
347,799.0,10.0,499.0,0.0,0.0,67.0,496.0,350.0,12.0,2.0,3309.0,118.0
348,738.0,6.0,476.0,0.0,0.0,35.0,142.0,343.0,0.0,6.0,3207.0,110.0
349,454.0,7.0,421.0,0.0,702.0,44.0,63.0,820.0,2.0,2.0,2929.0,124.0
350,533.0,11.0,377.0,64.0,530.0,66.0,417.0,240.0,0.0,5.0,2198.0,111.0
351,445.0,5.0,385.0,80.0,337.0,32.0,422.0,195.0,0.0,3.0,1161.0,118.0
352,215.0,7.0,270.0,5.0,388.0,21.0,385.0,455.0,1.0,4.0,958.0,104.0
353,177.0,3.0,307.0,28.0,397.0,18.0,173.0,724.0,0.0,2.0,1748.0,98.0
354,548.0,8.0,422.0,0.0,0.0,71.0,596.0,357.0,9.0,3.0,2405.0,119.0
355,442.0,4.0,336.0,0.0,0.0,38.0,153.0,0.0,0.0,4.0,2519.0,101.0
356,323.0,10.0,391.0,0.0,535.0,38.0,60.0,1006.0,0.0,3.0,2631.0,107.0
357,345.0,11.0,316.0,56.0,443.0,23.0,362.0,190.0,0.0,0.0,1818.0,95.0
358,290.0,7.0,311.0,82.0,389.0,19.0,412.0,171.0,0.0,2.0,1247.0,90.0
359,144.0,8.0,221.0,13.0,345.0,4.0,359.0,458.0,0.0,2.0,1323.0,64.0
360,104.0,5.0,258.0,26.0,329.0,26.0,269.0,722.0,0.0,0.0,2273.0,79.0
361,343.0,7.0,336.0,0.0,0.0,36.0,298.0,293.0,0.0,1.0,3178.0,92.0
362,487.0,4.0,369.0,0.0,0.0,23.0,99.0,359.0,7.0,2.0,2446.0,116.0
363,242.0,6.0,347.0,0.0,467.0,65.0,33.0,642.0,0.0,3.0,2067.0,69.0
364,236.0,6.0,348.0,39.0,192.0,22.0,252.0,198.0,0.0,3.0,1515.0,93.0
365,158.0,3.0,251.0,46.0,446.0,21.0,298.0,161.0,0.0,1.0,1094.0,105.0
366,82.0,4.0,232.0,23.0,254.0,4.0,324.0,412.0,1.0,2.0,1518.0,62.0
367,65.0,5.0,274.0,35.0,637.0,19.0,262.0,582.0,1.0,2.0,1950.0,87.0
368,231.0,11.0,356.0,0.0,0.0,41.0,228.0,306.0,7.0,1.0,2490.0,62.0
369,190.0,3.0,318.0,0.0,0.0,33.0,21.0,270.0,0.0,1.0,1938.0,87.0
370,181.0,5.0,308.0,0.0,298.0,79.0,94.0,567.0,0.0,0.0,1785.0,75.0
371,175.0,4.0,253.0,26.0,291.0,23.0,238.0,151.0,0.0,2.0,1504.0,68.0
372,121.0,10.0,280.0,56.0,234.0,16.0,251.0,159.0,0.0,1.0,695.0,26.0
373,52.0,8.0,192.0,8.0,124.0,27.0,91.0,333.0,1.0,2.0,740.0,17.0
374,64.0,2.0,246.0,26.0,173.0,26.0,359.0,425.0,0.0,1.0,1805.0,18.0
375,110.0,1.0,343.0,0.0,0.0,36.0,206.0,274.0,7.0,1.0,1570.0,254.0
376,141.0,6.0,347.0,0.0,0.0,42.0,98.0,257.0,0.0,5.0,1564.0,74.0
377,95.0,7.0,339.0,0.0,166.0,50.0,50.0,535.0,0.0,2.0,1565.0,58.0
378,100.0,8.0,297.0,53.0,141.0,47.0,253.0,182.0,0.0,2.0,996.0,83.0
379,96.0,5.0,307.0,42.0,228.0,59.0,246.0,122.0,0.0,1.0,578.0,91.0
380,33.0,2.0,207.0,16.0,117.0,8.0,229.0,367.0,4.0,1.0,754.0,111.0
381,17.0,8.0,318.0,29.0,0.0,34.0,185.0,417.0,1.0,2.0,1173.0,48.0
382,112.0,3.0,376.0,0.0,0.0,67.0,159.0,315.0,12.0,2.0,1230.0,94.0
383,98.0,3.0,332.0,0.0,0.0,30.0,87.0,293.0,0.0,4.0,1662.0,82.0
384,63.0,4.0,373.0,0.0,633.0,33.0,44.0,424.0,0.0,1.0,1145.0,74.0
385,70.0,10.0,380.0,28.0,201.0,19.0,180.0,162.0,0.0,4.0,742.0,96.0
386,58.0,5.0,317.0,35.0,0.0,27.0,250.0,130.0,0.0,1.0,438.0,82.0
387,19.0,2.0,264.0,33.0,676.0,31.0,200.0,359.0,3.0,1.0,718.0,71.0
388,23.0,6.0,354.0,0.0,590.0,17.0,234.0,364.0,1.0,2.0,875.0,44.0
389,55.0,3.0,502.0,0.0,0.0,53.0,117.0,252.0,6.0,3.0,1511.0,93.0
390,43.0,8.0,431.0,0.0,0.0,58.0,70.0,265.0,1.0,1.0,1403.0,56.0
391,51.0,2.0,423.0,0.0,189.0,43.0,50.0,223.0,0.0,0.0,1144.0,77.0
392,52.0,2.0,386.0,35.0,106.0,117.0,76.0,169.0,0.0,3.0,783.0,62.0
393,10.0,3.0,401.0,45.0,154.0,18.0,109.0,207.0,0.0,2.0,517.0,83.0
394,10.0,3.0,300.0,17.0,82.0,5.0,510.0,333.0,3.0,2.0,708.0,83.0
395,26.0,1.0,386.0,26.0,0.0,53.0,294.0,400.0,1.0,3.0,879.0,52.0
396,20.0,7.0,551.0,0.0,157.0,49.0,246.0,71.0,18.0,1.0,1082.0,94.0
397,45.0,3.0,460.0,0.0,0.0,89.0,107.0,417.0,1.0,2.0,1070.0,73.0
398,53.0,2.0,460.0,0.0,85.0,39.0,98.0,285.0,1.0,3.0,945.0,53.0
399,60.0,7.0,457.0,39.0,128.0,113.0,296.0,167.0,0.0,0.0,732.0,69.0
400,40.0,5.0,380.0,60.0,126.0,62.0,341.0,137.0,0.0,3.0,279.0,43.0
401,7.0,1.0,297.0,41.0,142.0,0.0,290.0,343.0,1.0,4.0,510.0,45.0
402,13.0,4.0,417.0,27.0,149.0,41.0,245.0,287.0,0.0,4.0,845.0,61.0
403,23.0,3.0,529.0,0.0,0.0,,222.0,227.0,,,2574.0,45.0
404,38.0,2.0,467.0,0.0,0.0,,77.0,225.0,,,1007.0,
405,30.0,4.0,501.0,0.0,197.0,,81.0,895.0,,,872.0,
406,34.0,2.0,481.0,37.0,100.0,,301.0,190.0,,,711.0,
